Time,bloque,LT411_real,LT411_predicho,residual,error_abs,DT412,INT_P101,FQC400_1_corr,FV400_1,PT442,PV442,TT413,TT415,LT426,FT428,PIT410,PIT414,DELTA_TT,DELTA_PIT,alerta_raw,alerta_sostenida
2021-11-06 19:31:50,validacion,60.39641075134277,63.11904338904852,-2.7226326377057504,2.7226326377057504,1222.031201171876,57.03703613281249,3317.323413085939,59.700000762939496,0.1550636619329451,0.0,86.5451431274414,87.4566040039063,50.41087799072268,5.925781536102297,0.4017100930213929,0.705729156732559,-0.9114608764649006,0.304019063711166,False,False
2021-11-06 19:32:00,validacion,60.995369338989256,62.37609004042834,-1.3807207014390812,1.3807207014390812,1223.21610107422,57.242476272583005,3312.471826171876,59.700000762939496,0.1552662074565887,0.0,86.56684494018556,87.4566040039063,50.42823944091798,5.953125238418581,0.4027922749519351,0.705439805984497,-0.8897590637207458,0.3026475310325618,False,False
2021-11-06 19:32:10,validacion,61.68113288879397,63.468303482415685,-1.7871705936217168,1.7871705936217168,1224.453088378907,56.5538185119629,3320.726220703126,59.700000762939496,0.1551215320825575,0.0,86.5885467529297,87.46962509155277,50.40509109497072,5.982205104827883,0.401773750782013,0.7052083253860474,-0.8810783386230696,0.3034345746040343,False,False
2021-11-06 19:32:20,validacion,60.79861068725586,63.19309640761294,-2.394485720357082,2.394485720357082,1224.674450683595,57.85300750732422,3321.251684570314,59.700000762939496,0.1553819477558136,0.0,86.5885467529297,87.4783058166504,50.42245254516602,6.005208635330199,0.4038107872009277,0.7064814686775209,-0.8897590637207031,0.3026706814765932,False,False
2021-11-06 19:32:30,validacion,59.036457061767614,61.35585997232469,-2.3194029105570735,2.3194029105570735,1222.643200683594,57.97164306640625,3326.973583984378,59.700000762939496,0.1557870388031008,0.0,86.5885467529297,87.5000076293945,50.4079845428467,6.034288406372071,0.405115759372711,0.704861104488373,-0.9114608764648012,0.299745345115662,False,False
2021-11-06 19:32:40,validacion,59.77430419921875,62.47174507988615,-2.6974408806674006,2.6974408806674006,1223.567651367189,56.6174758911133,3325.1384277343773,59.700000762939496,0.155671298503876,0.0,86.5885467529297,87.5000076293945,50.4079845428467,6.044271135330203,0.4026331305503847,0.7060185074806211,-0.9114608764648012,0.3033853769302364,False,False
2021-11-06 19:32:50,validacion,60.63078613281253,60.88976280466614,-0.25897667185360973,0.25897667185360973,1224.843701171877,56.53935050964356,3317.175000000002,59.700000762939496,0.1554398179054263,0.0,86.5885467529297,87.5000076293945,50.42245216369631,6.083767747879029,0.4032060503959658,0.7067129492759706,-0.9114608764648012,0.3035068988800047,False,False
2021-11-06 19:33:00,validacion,60.62499961853028,61.12524941413124,-0.5002497956009577,0.5002497956009577,1225.390588378907,57.372684478759766,3306.895166015628,59.700000762939496,0.155381947755814,0.0,86.59722747802736,87.5000076293945,50.43113327026367,6.117621803283693,0.4036516547203063,0.7065393388271335,-0.9027801513671392,0.3028876841068272,False,False
2021-11-06 19:33:10,validacion,59.55729026794434,59.3791731391844,0.17811712875993635,0.17811712875993635,1225.71611328125,57.72280044555665,3309.04196777344,59.700000762939496,0.1557870388031008,0.0,86.631950378418,87.53038482666015,50.42823944091798,6.1393231868743925,0.4049247950315474,0.7064814686775208,-0.8984344482421562,0.3015566736459734,False,False
2021-11-06 19:33:20,validacion,58.69791564941407,57.74576823396912,0.9521474154449479,0.9521474154449479,1224.23172607422,57.34374885559082,3315.7033935546897,59.700000762939496,0.1556134283542636,0.0,86.631950378418,87.53038482666015,50.43402671813965,6.170139169692996,0.4056568443775177,0.7061921179294586,-0.8984344482421562,0.3005352735519409,False,False
2021-11-06 19:33:30,validacion,59.27951240539551,62.06870641261216,-2.7891940072166506,2.7891940072166506,1226.562463378907,56.97627220153807,3327.31130371094,59.700000762939496,0.1557291686534884,0.0,86.631950378418,87.5434036254883,50.40509071350101,6.194444847106936,0.4041290819644928,0.7066550791263585,-0.9114532470702984,0.3025259971618657,False,False
2021-11-06 19:33:40,validacion,59.87557754516602,61.121104586004094,-1.245527040838077,1.245527040838077,1226.744750976562,57.1325225830078,3331.1867431640662,59.700000762939496,0.1554976880550387,0.0,86.631950378418,87.5434036254883,50.43113327026367,6.212239837646486,0.4039699375629424,0.7078703522682188,-0.9114532470702984,0.3039004147052764,False,False
2021-11-06 19:33:50,validacion,59.33159637451172,60.04581576454656,-0.7142193900348417,0.7142193900348417,1224.752563476564,57.35821647644046,3321.4202392578145,59.700000762939496,0.1554976880550387,0.0,86.631950378418,87.5434036254883,50.425345993042,6.250434303283693,0.4050202786922455,0.707465261220932,-0.9114532470702984,0.3024449825286865,False,False
2021-11-06 19:34:00,validacion,59.62673568725586,60.331509212099036,-0.7047735248431763,0.7047735248431763,1223.424450683593,56.78819274902345,3309.0022705078163,59.700000762939496,0.1552951425313951,0.0,86.631950378418,87.5434036254883,50.44560127258298,6.276910066604617,0.4045746803283689,0.7069444298744202,-0.9114532470702984,0.3023697495460512,False,False
2021-11-06 19:34:10,validacion,60.93171272277831,62.542899679807114,-1.6111869570288064,1.6111869570288064,1224.661425781252,56.35995216369629,3307.225268554689,59.700000762939496,0.155063661932945,0.0,86.64063110351566,87.5434036254883,50.425345993042,6.2942711353302006,0.4035561680793763,0.7079282224178316,-0.9027725219726364,0.3043720543384552,False,False
2021-11-06 19:34:20,validacion,61.87210578918455,62.611454390376785,-0.7393486011922334,0.7393486011922334,1224.361926269534,56.605902099609374,3315.1580322265663,59.700000762939496,0.1551215320825573,0.0,86.66667327880864,87.5434036254883,50.40509071350101,6.319010686874393,0.4039381146430969,0.7074073910713196,-0.8767303466796506,0.3034692764282226,False,False
2021-11-06 19:34:30,validacion,60.18229103088379,60.94149162142687,-0.759200590543081,0.759200590543081,1222.4088012695331,58.00925788879395,3318.892333984376,59.700000762939496,0.1550347268581386,0.0,86.6753540039063,87.60416870117186,50.42823944091798,6.354166984558108,0.4059433132410051,0.7085069239139556,-0.9288146972655512,0.3025636106729505,False,False
